,English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
6872,Ex- Salem: 6 days a week (Except Sun) ,करूर - सलेम डेमू (सप्ताह में 6 दिन) ,38,36,2
6876,"This time, she is the main character. ",निःसन्देह यह प्रमुख विशेषता है। ,38,32,6
6877,This has left students worried. ,इससे अभ्यर्थियों की चिंता बढ़ गई है। ,32,37,-5
6881,Brief history of India After freedom. ,स्वतन्त्रता के बाद भारत का संक्षिप्त इतिहास ,38,44,-6
6883,Know the whole story ,जानते हैं पूरी कहानी- ,21,22,-1
6888,How can this be accepted. ,इसे कैसे स्वीकार किया जा सकता है. ,26,34,-8
6889,"Police, however, is investigating the matter. ",वैसे पुलिस मुद्दे की जाँच में जुटी है. ,46,39,7
6893,"""The two day event will conclude on Monday. ",दो दिवसीय शिविर का समापन रविवार को होगा। ,44,41,3
6894,"On this day, Goddess Brahmacharini is worshipped. ",इस दिन मां ब्रह्मचारिणी की भी पूजा की जाती है। ,50,47,3
6896,But that wasnt enough to compensate. ,लेकिन यह हार टालने के लिए काफी नहीं था। ,37,40,-3
6897,Looking For Big Mutt 8. ,वें बिग बॉस 8 की प्रतिभागी हैं। ,24,32,-8
6898,development and prosperity. ,विकास का और खुशहाली का. ,28,24,4
6901,Many have been arrested. ,कई में गिरफ्तारी भी हुई है। ,25,28,-3
6906,But the BJP was having none of it. ,लेकिन भाजपा इसके लिए तैयार नहीं थी. ,35,36,-1
6907,I've thought a lot about it. ,मैं ने इसके बारे में बहुत सोचा था | ,29,36,-7
6908,This will strengthen your bones. ,इससे पैरों के अंदर वाली साइड्स मजबूत होगी। ,33,43,-10
6910,On - Screen Creature ,ऑन स्क्रीन कैप्चर ,21,18,3
6918,"Ever since then, they have been ",तब से लेकर उनके संन . ,32,22,10
6928,"Post & Thana Lawan, Tahsil & Distt ","पोस्ट और थाना लॉन, तहसील और जिला ",35,33,2
6930,"""They had a heated argument over the issue. ",इसी मुद्दे पर भारी गहमा-गहमी हो गई। ,44,36,8
6931,Passengers shall observe social distancing. ,यात्रीगण सामाजिक दूरी का पालन करेंगे। ,44,38,6
6933,But its a good lesson for us. ,लेकिन हमारे लिए यह अच्छा सबक है। ,30,33,-3
6937,So here the processes on board ,तो यहाँ बोर्ड प्रोसेसर ,31,23,8
6941,He had even given up once. ,एक बार इस्तीफ़ा भी दे दिया था. ,27,30,-3
6951,Supplies have already started ,इनका आपूर्ति पहले ही शुरू हो चुकी है ,30,37,-7
6955,He announced this via a post on Twitter. ,ये जानकारी उन्होंने ट्विटर पर दी। ,41,34,7
6960,We have begun work on this project. ,हमने उस परियोजना पर काम करना शुरू कर दिया है। ,36,46,-10
6962,Prime Minister Narendra Modi | Photo: PTI ,प्रधानमंत्री नरेंद्र मोदी | फोटो : दिप्रिंट ,42,44,-2
6964,Thus he believed and thus he sought. ,यही वे मानते और इसी की खोज करते थे। ,37,36,1
6967,A fourth person died later in hospital. ,बाद में चौथे ने भी अस्पताल में दम तोड़ दिया। ,40,45,-5
6992,"""The conference began with lighting of the lamp. ",सम्मेलन का शुभारंभ दीप प्रज्जवलित कर किया गया। ,49,47,2
6995,"Be their hero, Clark. ","उनके नायक, क्लार्क बनें। ",22,25,-3
7003,Dont have this habit. ,इसे आदत न बनाएं। ,22,17,5
7004,Wash your hair with warm water. ,हल्के गुनगुने पानी में ही बालों को धुले। ,32,41,-9
7010,"those are they brought nigh the Throne, ",यही लोग (ख़ुदा के) मुक़र्रिब हैं ,40,31,9
7013,This case is also pending in the court. ,यह मामला भी अभी अदालत में विचाराधीन है। ,40,40,0
7014,Revive your sex life ,सेक्स लाइफ को ऐसे करें इंज्यॉय ,21,31,-10
7019,Show Details ,विवरण दिखाएँ ,13,13,0
7021,A complaint has been filed at the police station. ,थाना में दर्ज रिपोर्ट में आरोप लगाया गया है। ,50,45,5
7023,2006 was a great year. 2006 ,का साल बहुत अच्छा बीता. ,28,24,4
7031,"Who taught by the pen, ",जिसने क़लम के ज़रिए तालीम दी ,23,29,-6
7032,"He died at the age of 74 on May 27, 1964. ","उन्होंने 27 मई, 1964 को अंतिम सांस ली। ",42,39,3
7037,We dont want to wage war with Pakistan. ,मैं पाकिस्तान के साथ युद्घ नहीं चाहता। ,40,39,1
7039,"Harbhajan Singh, Mohhamed Kaif on BB13 ",BB 13 में पहुंचे हरभजन सिंह-मोहम्मद कैफ ,39,40,-1
7040,Former South Africa batsman AB de Villiers. ,दक्षिण अफ्रीका के बल्लेबाज एबी डिविलियर्स। ,44,43,1
7041,Meanwhile police is investigating the case. ,"""वहीं पुलिस इस मामले की तफ्तीश मे जुट गई है। ",44,45,-1
7042,Four injured as truck overturns ,ट्रैक्टर की चपेट में सूमो सवार चार घायल ,32,40,-8
7044,"""They enjoy so many blessings! ",वे कितनी सारी आशिषों का आनन्द उठाते हैं! ,31,41,-10
